Account length,Customer service calls,International plan,Number vmail messages,Total day calls,Total day charge,Total day minutes,Total eve calls,Total eve charge,Total eve minutes,Total intl calls,Total intl charge,Total intl minutes,Total night calls,Total night charge,Total night minutes,Voice mail plan,Changed
77,5,No,33,101,24.31,143.0,102,18.04,212.2,4,4.13,15.3,120,4.72,104.9,Yes,True
66,1,No,0,107,24.89,146.4,99,16.7,196.5,2,2.11,7.8,106,10.35,230.1,No,False
161,1,Yes,0,78,32.23,189.6,117,22.73,267.4,6,0.35,1.3,137,8.3,184.5,No,False
61,2,Yes,0,103,13.29,78.2,149,16.65,195.9,6,2.73,10.1,100,4.86,108.0,No,False
86,1,No,0,85,25.64,150.8,88,25.15,295.9,1,3.38,12.5,104,11.12,247.2,No,False
102,1,No,0,56,22.02,129.5,118,30.11,354.2,3,2.94,10.9,93,6.55,145.5,No,False
185,1,No,0,92,23.73,139.6,115,21.27,250.2,4,2.92,10.8,79,7.11,158.1,No,False
90,3,No,0,108,19.24,113.2,63,16.09,189.3,4,3.81,14.1,124,12.23,271.8,No,False
107,2,No,38,92,37.3,219.4,73,15.34,180.5,1,2.97,11.0,91,4.68,104.1,Yes,False
76,0,No,0,130,33.71,198.3,86,18.45,217.1,3,3.38,12.5,96,8.48,188.4,No,False
81,0,No,0,121,22.08,129.9,105,19.56,230.1,3,3.59,13.3,123,6.32,140.5,No,False
61,0,Yes,16,76,24.4,143.5,58,20.62,242.6,3,3.05,11.3,95,6.65,147.7,Yes,False
95,0,No,22,126,6.95,40.9,90,11.34,133.4,7,3.21,11.9,91,11.89,264.2,Yes,False
172,3,No,0,140,36.67,215.7,84,12.44,146.3,1,1.92,7.1,83,11.91,264.6,No,False
90,2,No,0,97,36.53,214.9,117,10.01,117.8,2,3.19,11.8,78,6.02,133.7,No,False
118,1,No,0,120,23.14,136.1,103,17.36,204.2,4,3.05,11.3,90,10.27,228.2,No,False
97,1,No,0,125,43.59,256.4,100,23.28,273.9,1,3.0,11.1,101,10.02,222.7,No,True
42,1,No,0,84,24.87,146.3,113,21.75,255.9,12,2.16,8.0,117,2.03,45.0,No,False
177,1,No,0,81,38.73,227.8,97,13.75,161.8,5,2.16,8.0,106,9.76,217.0,No,False
166,2,No,0,81,34.58,203.4,110,14.25,167.7,5,2.48,9.2,124,5.94,132.0,No,False
137,0,No,0,114,41.38,243.4,110,10.3,121.2,5,3.29,12.2,104,7.32,162.6,No,False
81,3,No,0,116,31.21,183.6,98,12.97,152.6,6,3.29,12.2,99,9.55,212.2,No,False
48,1,No,37,115,35.99,211.7,84,13.59,159.9,1,3.29,12.2,80,6.48,144.1,Yes,False
135,1,No,0,81,34.31,201.8,114,19.13,225.0,6,2.78,10.3,82,9.2,204.4,No,False
102,0,No,29,86,36.5,214.7,109,26.72,314.3,2,3.86,14.3,110,12.61,280.2,Yes,False
110,1,No,0,102,9.4,55.3,124,14.0,164.7,5,2.75,10.2,108,9.03,200.7,No,False
98,0,No,0,86,36.86,216.8,114,16.22,190.8,9,2.97,11.0,79,8.44,187.5,No,False
52,2,No,21,119,33.27,195.7,95,9.03,106.2,3,1.43,5.3,94,7.08,157.4,Yes,False
108,1,No,15,85,28.07,165.1,93,22.7,267.0,4,2.94,10.9,114,11.28,250.7,Yes,False
122,4,No,0,99,50.39,296.4,89,18.26,214.8,3,3.08,11.4,107,6.03,133.9,No,True
111,4,No,0,96,37.77,222.2,111,13.81,162.5,7,3.21,11.9,120,8.32,184.9,No,False
105,2,No,0,82,20.28,119.3,111,15.73,185.1,4,2.94,10.9,74,7.07,157.0,No,False
129,1,No,36,103,32.78,192.8,83,15.05,177.0,5,4.43,16.4,118,9.74,216.5,Yes,False
81,2,No,0,77,37.54,220.8,87,12.62,148.5,3,2.05,7.6,100,8.28,183.9,No,False
108,3,No,25,88,29.02,170.7,113,9.34,109.9,1,2.35,8.7,99,7.46,165.7,Yes,False
130,2,No,0,101,41.23,242.5,114,8.74,102.8,2,2.51,9.3,89,6.41,142.4,No,False
95,1,No,0,91,29.78,175.2,109,20.77,244.4,2,2.03,7.5,95,3.41,75.8,No,False
127,1,No,23,80,30.94,182.0,85,18.37,216.1,4,2.65,9.8,82,7.06,156.9,Yes,False
75,1,No,41,115,22.25,130.9,110,17.29,203.4,4,3.35,12.4,68,7.73,171.7,Yes,False
92,1,No,0,101,26.81,157.7,100,25.38,298.6,3,3.73,13.8,99,9.76,216.9,No,False
64,0,No,0,113,44.52,261.9,99,12.59,148.1,4,3.73,13.8,74,6.53,145.2,No,False
37,2,No,0,107,33.92,199.5,110,17.64,207.5,4,2.19,8.1,123,3.78,83.9,No,False
131,0,No,0,86,26.08,153.4,81,16.87,198.5,3,2.81,10.4,83,7.4,164.4,No,False
100,1,No,0,122,31.45,185.0,92,15.51,182.5,8,1.38,5.1,92,12.37,274.9,No,False
78,2,No,13,93,47.8,281.2,101,15.15,178.2,5,1.73,6.4,129,10.99,244.2,Yes,False
114,1,No,32,79,21.28,125.2,105,15.11,177.8,3,3.48,12.9,89,10.46,232.4,Yes,False
93,2,No,0,68,28.03,164.9,86,17.88,210.4,4,2.11,7.8,104,10.32,229.4,No,False
99,1,No,0,81,10.69,62.9,64,19.64,231.0,5,2.3,8.5,121,7.6,168.9,No,False
115,3,No,0,148,18.65,109.7,87,19.02,223.8,8,4.16,15.4,96,10.81,240.3,No,False
116,3,No,0,93,29.5,173.5,76,16.5,194.1,10,4.37,16.2,112,9.36,208.0,No,False
101,2,No,24,95,19.4,114.1,86,13.73,161.5,9,3.51,13.0,90,7.93,176.3,Yes,False
78,0,No,0,102,14.79,87.0,64,16.46,193.6,5,2.97,11.0,120,9.26,205.8,No,False
141,2,No,28,126,35.17,206.9,126,22.47,264.4,11,2.51,9.3,124,7.73,171.8,Yes,False
48,1,No,0,73,33.69,198.2,115,17.24,202.8,5,1.38,5.1,73,6.59,146.4,No,False
117,1,No,0,82,20.23,119.0,108,15.94,187.5,3,3.11,11.5,97,8.52,189.3,No,False
90,2,No,0,122,19.45,114.4,154,10.85,127.7,5,2.73,10.1,109,11.39,253.1,No,False
160,2,No,0,103,29.1,171.2,121,20.7,243.5,3,3.51,13.0,92,8.02,178.2,No,False
41,1,No,0,66,27.08,159.3,75,10.7,125.9,5,3.0,11.1,76,11.79,261.9,No,False
73,0,No,0,45,34.56,203.3,87,12.06,141.9,6,2.3,8.5,71,9.03,200.7,No,False
56,2,No,0,110,33.49,197.0,102,18.94,222.8,6,2.86,10.6,91,10.14,225.3,No,False
81,4,No,0,102,28.25,166.2,112,18.5,217.6,2,3.56,13.2,68,9.91,220.2,No,False
107,1,No,0,108,44.29,260.5,110,8.7,102.4,5,2.65,9.8,148,5.84,129.7,No,False
73,0,No,0,136,16.0,94.1,122,23.83,280.3,4,2.65,9.8,77,9.23,205.0,No,False
120,0,No,39,68,34.05,200.3,97,18.73,220.4,4,2.84,10.5,116,11.42,253.8,Yes,False
95,2,No,0,116,26.74,157.3,77,16.79,197.5,4,2.27,8.4,111,5.77,128.2,No,False
92,0,No,0,118,42.4,249.4,95,17.98,211.5,3,2.46,9.1,116,7.61,169.0,No,False
54,3,No,39,143,35.17,206.9,72,10.86,127.8,1,2.48,9.2,120,8.96,199.2,Yes,False
88,4,Yes,0,98,39.97,235.1,79,21.4,251.8,2,1.94,7.2,76,12.87,285.9,No,True
75,3,Yes,0,113,28.34,166.7,122,12.61,148.3,3,2.73,10.1,121,8.41,186.9,No,False
79,0,No,0,83,30.24,177.9,84,14.22,167.3,8,4.1,15.2,142,10.07,223.7,No,False
112,1,No,0,77,41.38,243.4,97,15.48,182.1,2,3.46,12.8,94,11.66,259.2,No,False
99,1,No,0,83,27.15,159.7,121,13.21,155.4,3,2.27,8.4,114,11.51,255.7,No,False
80,0,No,0,113,54.79,322.3,95,18.87,222.0,8,1.81,6.7,123,7.33,162.8,No,True
102,2,No,0,92,31.76,186.8,123,14.76,173.7,4,2.62,9.7,131,11.29,250.9,No,False
111,2,No,36,123,16.46,96.8,105,14.5,170.6,4,3.62,13.4,85,7.47,166.0,Yes,False
123,2,No,23,88,41.65,245.0,105,22.53,265.0,3,4.02,14.9,108,10.79,239.7,Yes,False
123,1,No,0,94,27.05,159.1,119,20.54,241.6,1,1.76,6.5,120,9.11,202.4,No,False
172,1,No,47,102,46.73,274.9,118,15.86,186.6,2,2.38,8.8,123,11.03,245.0,Yes,False
168,2,No,22,70,29.9,175.9,105,17.99,211.7,5,1.97,7.3,81,7.85,174.5,Yes,False
102,4,No,0,73,29.67,174.5,114,18.16,213.7,5,2.78,10.3,116,7.41,164.7,No,False
64,2,Yes,0,77,40.15,236.2,85,18.58,218.6,2,3.56,13.2,97,8.73,194.1,No,True
43,1,No,0,108,33.98,199.9,80,24.51,288.4,7,3.05,11.3,103,8.13,180.6,No,False
1,1,No,0,107,24.62,144.8,66,9.56,112.5,3,3.73,13.8,79,9.84,218.7,No,False
106,2,No,0,118,28.1,165.3,101,17.85,210.0,3,2.3,8.5,93,8.42,187.2,No,False
111,0,No,0,114,25.87,152.2,102,11.66,137.2,3,2.65,9.8,97,8.37,185.9,No,False
107,1,No,26,123,27.47,161.6,103,16.62,195.5,3,3.7,13.7,103,11.45,254.4,Yes,False
78,1,No,0,74,14.91,87.7,58,18.26,214.8,6,2.92,10.8,147,9.06,201.3,No,False
85,1,No,0,112,21.44,126.1,126,23.35,274.7,4,2.65,9.8,95,8.3,184.4,No,False
141,1,No,0,98,21.57,126.9,62,15.3,180.0,2,2.16,8.0,128,6.34,140.8,No,False
114,2,No,0,109,31.93,187.8,97,13.14,154.6,3,2.73,10.1,102,9.63,213.9,No,False
116,1,No,0,101,10.83,63.7,95,16.64,195.8,6,2.7,10.0,87,9.45,210.1,No,False
87,1,No,0,92,28.59,168.2,100,19.1,224.7,3,3.48,12.9,99,7.63,169.5,No,False
148,1,No,26,91,26.98,158.7,127,13.64,160.5,3,2.67,9.9,88,9.82,218.3,Yes,False
80,2,No,0,67,21.73,127.8,112,15.44,181.6,2,4.29,15.9,63,8.88,197.3,No,False
13,2,No,0,100,37.47,220.4,79,17.95,211.2,8,3.67,13.6,112,11.67,259.3,No,False
178,2,No,35,88,29.82,175.4,65,16.15,190.0,3,2.84,10.5,94,6.24,138.7,Yes,False
128,0,No,32,136,37.89,222.9,80,22.27,262.0,4,2.92,10.8,101,8.61,191.4,Yes,False
108,2,No,0,78,40.83,240.2,109,19.58,230.3,1,1.4,5.2,83,9.76,217.0,No,False
116,3,No,0,73,41.8,245.9,87,20.41,240.1,5,2.4,8.9,89,7.14,158.7,No,False
83,0,No,36,87,16.3,95.9,105,22.24,261.6,4,3.59,13.3,109,10.29,228.6,Yes,False
101,4,No,0,89,26.15,153.8,89,19.89,234.0,2,3.13,11.6,77,8.83,196.3,No,False
45,2,No,0,108,19.18,112.8,120,18.6,218.8,3,2.43,9.0,106,10.81,240.2,No,False
73,1,No,0,115,30.99,182.3,97,16.93,199.2,5,4.86,18.0,113,5.41,120.2,No,False
181,2,No,0,130,39.08,229.9,93,12.27,144.4,4,3.83,14.2,110,11.81,262.4,No,False
128,0,Yes,18,89,37.76,222.1,109,13.65,160.6,2,3.67,13.6,102,9.85,218.8,Yes,True
83,0,No,20,89,16.15,95.0,92,14.27,167.9,2,3.02,11.2,79,9.03,200.6,Yes,False
209,0,No,0,105,26.13,153.7,87,16.03,188.6,2,2.89,10.7,95,9.04,200.8,No,False
127,0,No,25,118,34.65,203.8,48,22.7,267.1,5,1.97,7.3,105,10.13,225.1,Yes,False
86,1,No,0,106,29.21,171.8,44,25.64,301.7,5,2.62,9.7,108,6.27,139.4,No,False
105,3,Yes,0,106,25.5,150.0,123,24.97,293.8,7,2.78,10.3,65,11.28,250.7,No,False
153,1,No,0,90,32.95,193.8,121,16.6,195.3,3,2.3,8.5,108,8.22,182.7,No,False
90,1,No,0,128,44.51,261.8,104,18.75,220.6,5,2.59,9.6,91,6.15,136.6,No,False
106,4,No,0,91,35.34,207.9,109,14.62,172.0,7,3.89,14.4,143,8.63,191.8,No,False
119,3,No,0,117,39.17,230.4,101,19.13,225.0,6,2.05,7.6,111,8.93,198.5,No,False
91,1,No,39,105,28.87,169.8,116,5.54,65.2,4,2.94,10.9,92,6.5,144.4,Yes,False
34,0,No,0,102,25.67,151.0,101,11.17,131.4,7,2.67,9.9,86,8.4,186.6,No,False
123,3,No,0,92,35.87,211.0,102,18.45,217.0,7,2.65,9.8,104,9.67,214.8,No,False
161,1,Yes,0,106,33.01,194.2,105,21.2,249.4,1,3.48,12.9,129,11.47,254.9,No,True
100,0,No,0,107,36.75,216.2,84,18.33,215.6,3,2.75,10.2,127,6.23,138.4,No,False
82,0,No,0,73,56.07,329.8,120,17.71,208.3,6,2.86,10.6,102,12.02,267.1,No,True
127,2,Yes,0,99,42.08,247.5,118,9.22,108.5,3,2.86,10.6,72,10.44,232.0,No,False
113,3,No,0,72,22.46,132.1,107,21.04,247.5,6,1.86,6.9,123,11.08,246.2,No,False
114,1,No,0,145,29.24,172.0,101,23.49,276.4,9,2.73,10.1,100,8.72,193.7,No,False
82,1,No,0,116,24.43,143.7,99,14.51,170.7,5,2.11,7.8,95,12.95,287.7,No,False
22,3,No,23,94,30.96,182.1,59,13.99,164.6,4,3.43,12.7,102,5.8,128.8,Yes,False
36,3,No,0,115,34.41,202.4,115,19.61,230.7,2,2.75,10.2,127,9.09,202.0,No,False
33,1,No,0,115,27.12,159.5,118,16.61,195.4,7,1.92,7.1,86,4.61,102.4,No,False
82,3,Yes,0,101,35.5,208.8,87,18.16,213.7,6,3.35,12.4,86,7.88,175.1,No,False
119,0,No,27,128,37.42,220.1,133,22.8,268.2,3,3.0,11.1,80,6.59,146.5,Yes,False
32,1,No,26,109,45.34,266.7,107,19.75,232.3,4,4.4,16.3,98,9.58,212.8,Yes,False
146,1,Yes,0,126,18.89,111.1,95,26.64,313.4,6,2.84,10.5,82,9.71,215.7,No,False
116,2,No,27,118,34.8,204.7,91,17.8,209.4,2,1.89,7.0,67,9.58,212.9,Yes,False
117,1,No,0,86,34.32,201.9,96,18.05,212.3,10,2.11,7.8,98,7.96,176.9,No,False
90,1,No,29,109,25.52,150.1,103,22.5,264.7,4,1.57,5.8,97,8.03,178.4,Yes,False
149,0,No,18,106,25.25,148.5,106,9.73,114.5,4,1.76,6.5,98,8.02,178.3,Yes,False
177,1,No,27,106,39.13,230.2,78,16.67,196.1,2,2.81,10.4,108,9.69,215.4,Yes,False
80,4,No,31,92,28.29,166.4,74,20.26,238.3,4,2.89,10.7,84,6.78,150.7,Yes,False
123,0,No,0,126,21.88,128.7,94,10.0,117.6,5,2.92,10.8,132,8.93,198.4,No,False
155,3,No,0,108,28.12,165.4,103,15.61,183.7,4,2.4,8.9,108,3.61,80.2,No,False
138,0,Yes,0,129,33.35,196.2,86,15.0,176.5,1,4.1,15.2,108,10.46,232.4,No,True
124,2,No,30,35,24.57,144.5,101,22.3,262.3,7,3.24,12.0,82,10.19,226.5,Yes,False
30,1,No,0,144,28.88,169.9,118,19.14,225.2,7,3.08,11.4,93,7.64,169.7,No,False
157,3,No,0,90,39.07,229.8,121,12.57,147.9,7,2.59,9.6,108,10.86,241.4,No,False
94,1,No,0,109,35.19,207.0,80,14.23,167.4,6,0.7,2.6,117,10.72,238.2,No,False
19,2,No,0,98,31.64,186.1,57,21.62,254.3,7,3.94,14.6,127,9.63,214.0,No,False
6,3,No,0,93,38.51,226.5,122,12.93,152.1,4,2.54,9.4,98,7.4,164.4,No,False
148,1,No,0,120,35.43,208.4,99,14.82,174.4,4,3.02,11.2,105,13.98,310.7,No,False
93,2,No,36,134,30.38,178.7,102,15.18,178.6,4,2.16,8.0,82,5.71,126.8,Yes,False
121,1,No,0,121,30.86,181.5,98,18.56,218.4,5,2.3,8.5,103,7.27,161.6,No,False
90,0,No,0,121,12.94,76.1,73,24.68,290.3,3,2.92,10.8,89,10.66,236.9,No,False
54,2,No,39,82,19.99,117.6,60,13.53,159.2,10,3.05,11.3,113,10.64,236.4,Yes,False
143,0,No,0,127,35.55,209.1,80,9.02,106.1,6,3.78,14.0,90,8.08,179.6,No,False
94,3,No,0,105,46.1,271.2,105,17.22,202.6,3,3.11,11.5,51,9.97,221.6,No,True
100,4,No,0,96,19.26,113.3,89,16.82,197.9,2,3.16,11.7,93,12.8,284.5,No,True
76,1,No,0,148,44.78,263.4,69,19.58,230.3,5,3.08,11.4,101,7.68,170.6,No,True
142,0,Yes,25,109,32.49,191.1,120,12.72,149.6,3,2.65,9.8,60,10.25,227.8,Yes,False
139,1,No,0,103,23.48,138.1,100,13.98,164.5,2,2.24,8.3,63,6.07,134.9,No,False
121,1,No,0,105,25.62,150.7,133,16.77,197.3,15,2.48,9.2,116,7.61,169.0,No,False
65,2,No,29,129,36.64,215.5,77,13.76,161.9,5,2.38,8.8,91,5.77,128.3,Yes,False
70,3,No,0,105,25.01,147.1,135,17.0,200.0,9,3.38,12.5,65,10.57,234.9,No,False
123,0,No,0,91,19.45,114.4,123,18.41,216.6,3,2.97,11.0,102,11.28,250.6,No,False
141,1,No,0,74,14.14,83.2,104,16.2,190.6,7,2.89,10.7,79,6.77,150.5,No,False
66,2,No,0,103,28.99,170.5,77,21.62,254.3,2,2.84,10.5,138,8.88,197.3,No,False
132,2,No,25,96,19.24,113.2,107,22.94,269.9,7,1.92,7.1,87,10.31,229.1,Yes,False
18,1,No,0,93,46.51,273.6,116,9.74,114.6,4,2.21,8.2,120,11.28,250.6,No,False
100,1,No,0,95,32.62,191.9,101,17.08,200.9,3,4.91,18.2,74,12.24,271.9,No,False
125,0,No,34,112,45.63,268.4,108,18.89,222.2,3,2.78,10.3,102,5.29,117.6,Yes,False
108,0,No,0,102,40.68,239.3,127,18.99,223.4,6,2.86,10.6,104,11.31,251.4,No,False
120,1,Yes,0,72,30.58,179.9,98,14.45,170.0,2,3.73,13.8,89,8.58,190.6,No,True
135,0,No,0,82,25.79,151.7,105,10.12,119.0,6,2.84,10.5,100,8.1,180.0,No,False
163,1,No,23,126,38.08,224.0,89,19.85,233.5,4,2.38,8.8,104,13.23,293.9,Yes,False
110,1,No,0,109,22.97,135.1,99,17.44,205.2,4,3.16,11.7,119,7.48,166.3,No,False
93,0,No,0,89,25.74,151.4,76,15.84,186.4,3,2.94,10.9,120,7.76,172.5,No,False
64,1,No,0,116,24.74,145.5,110,19.41,228.4,8,2.4,8.9,91,12.3,273.4,No,False
72,2,No,0,106,23.39,137.6,94,12.2,143.5,6,2.59,9.6,110,12.32,273.7,No,False
167,2,Yes,0,91,41.62,244.8,105,5.17,60.8,3,2.89,10.7,110,7.95,176.7,No,False
116,3,No,0,98,32.66,192.1,135,26.6,312.9,2,2.13,7.9,94,5.86,130.2,No,False
99,3,No,0,64,24.94,146.7,99,23.29,274.0,1,2.4,8.9,98,14.46,321.3,No,False
23,2,No,0,107,54.67,321.6,115,21.39,251.6,3,3.05,11.3,158,6.35,141.1,No,True
77,2,No,23,73,35.65,209.7,63,15.61,183.6,3,1.92,7.1,111,9.25,205.5,Yes,False
120,1,No,0,98,25.36,149.2,88,16.46,193.6,5,3.0,11.1,119,11.2,248.9,No,False
122,4,No,33,96,46.04,270.8,110,18.73,220.4,8,3.19,11.8,104,7.65,169.9,Yes,False
189,1,No,0,80,37.38,219.9,117,12.18,143.3,7,3.16,11.7,69,5.88,130.6,No,False
56,3,No,0,79,25.65,150.9,87,13.75,161.8,5,3.16,11.7,115,7.55,167.7,No,False
48,1,No,43,111,29.24,172.0,64,17.02,200.2,5,2.16,8.0,96,10.49,233.1,Yes,False
36,1,No,0,83,30.36,178.6,103,18.11,213.1,5,2.94,10.9,119,8.91,198.0,No,False
87,3,No,22,65,44.85,263.8,115,8.79,103.4,3,2.3,8.5,109,9.36,208.1,Yes,False
173,0,No,0,78,29.33,172.5,91,12.12,142.6,2,2.94,10.9,63,4.59,102.0,No,False
74,2,No,33,91,32.93,193.7,96,20.92,246.1,3,3.94,14.6,92,6.21,138.0,Yes,False
100,6,No,0,94,12.04,70.8,102,18.33,215.6,1,2.57,9.5,125,10.39,230.8,No,True
81,1,Yes,0,85,42.6,250.6,50,15.97,187.9,5,2.11,7.8,131,5.41,120.3,No,False
44,0,No,0,86,49.1,288.8,87,14.95,175.9,2,2.57,9.5,106,9.69,215.4,No,True
88,2,No,28,104,32.4,190.6,105,20.17,237.3,1,2.65,9.8,116,9.52,211.6,Yes,False
65,0,No,23,106,38.11,224.2,100,16.12,189.6,4,2.65,9.8,75,10.03,222.8,Yes,False
73,2,No,0,121,16.13,94.9,83,21.52,253.2,2,3.83,14.2,86,7.88,175.1,No,False
61,1,No,0,67,33.54,197.3,106,22.48,264.5,6,2.43,9.0,116,9.47,210.5,No,False
70,0,No,0,100,1.34,7.9,83,11.59,136.4,1,3.27,12.1,89,7.05,156.6,No,False
122,1,Yes,0,117,24.87,146.3,93,18.59,218.7,5,3.11,11.5,97,10.62,236.0,No,False
74,3,No,0,114,44.59,262.3,96,16.91,198.9,5,1.78,6.6,90,7.47,165.9,No,False
189,2,No,0,84,38.66,227.4,81,14.96,176.0,4,1.7,6.3,120,9.27,206.1,No,False
61,3,Yes,29,119,21.79,128.2,83,14.59,171.7,6,3.16,11.7,114,11.29,250.9,Yes,False
205,2,No,0,123,8.48,49.9,81,12.81,150.7,4,2.73,10.1,67,8.47,188.2,No,False
93,1,Yes,0,61,36.87,216.9,120,17.63,207.4,5,4.73,17.5,110,9.98,221.7,No,True
120,1,No,0,97,30.33,178.4,113,14.31,168.3,9,2.51,9.3,93,5.42,120.5,No,False
101,1,Yes,0,116,26.59,156.4,114,11.08,130.4,5,1.97,7.3,109,9.33,207.3,No,False
96,3,No,45,124,42.3,248.8,77,11.93,140.3,2,2.78,10.3,102,11.86,263.6,Yes,False
101,3,No,0,107,35.63,209.6,96,19.45,228.8,2,2.05,7.6,85,7.76,172.4,No,False
103,1,Yes,0,128,43.5,255.9,92,11.98,140.9,2,3.27,12.1,130,13.9,308.9,No,True
25,3,No,0,87,20.28,119.3,101,17.98,211.5,4,2.84,10.5,86,12.1,268.9,No,False
124,1,No,0,108,28.78,169.3,91,15.18,178.6,3,3.29,12.2,82,10.9,242.3,No,False
120,1,No,0,94,22.92,134.8,106,17.35,204.1,8,1.81,6.7,109,10.73,238.4,No,False
65,1,No,29,104,26.88,158.1,81,27.39,322.2,6,2.4,8.9,96,9.45,210.0,Yes,False
90,1,No,0,96,28.48,167.5,104,11.82,139.1,1,3.51,13.0,87,6.23,138.4,No,False
148,1,No,0,87,31.48,185.2,96,14.48,170.4,13,2.57,9.5,104,7.43,165.1,No,False
71,1,No,39,103,31.14,183.2,111,17.8,209.4,6,3.21,11.9,109,7.76,172.4,Yes,False
107,3,No,0,108,34.77,204.5,110,13.8,162.4,1,3.62,13.4,102,6.98,155.0,No,False
80,1,No,0,90,20.08,118.1,77,12.27,144.3,6,2.21,8.2,86,10.13,225.1,No,False
115,1,No,0,92,34.03,200.2,107,20.82,244.9,3,2.38,8.8,96,8.59,190.9,No,False
138,1,Yes,0,81,45.63,268.4,115,14.82,174.4,4,3.13,11.6,96,8.71,193.5,No,False
119,1,No,19,110,30.28,178.1,100,18.09,212.8,6,2.7,10.0,123,10.18,226.3,Yes,False
32,2,No,0,98,28.02,164.8,96,19.54,229.9,2,4.0,14.8,108,7.53,167.3,No,False
52,1,No,20,63,22.66,133.3,123,15.65,184.1,2,3.65,13.5,107,12.28,272.9,Yes,False
74,1,No,0,77,34.65,203.8,111,17.43,205.1,2,2.43,9.0,109,6.97,154.9,No,False
96,1,No,0,111,29.56,173.9,105,24.43,287.4,7,2.46,9.1,91,9.22,204.8,No,False
134,1,No,0,122,34.9,205.3,155,20.44,240.5,9,1.35,5.0,107,8.06,179.1,No,False
114,1,No,30,79,35.05,206.2,91,22.1,260.0,6,3.08,11.4,83,13.12,291.6,Yes,False
119,2,No,23,114,26.18,154.0,137,23.63,278.0,4,3.19,11.8,112,10.28,228.4,Yes,False
122,2,No,23,85,22.81,134.2,132,19.32,227.3,2,2.3,8.5,96,5.51,122.4,Yes,False
73,3,No,0,94,33.71,198.3,101,23.74,279.3,8,4.0,14.8,87,6.58,146.2,No,False
73,0,No,0,90,36.41,214.2,78,16.73,196.8,8,1.59,5.9,112,7.11,157.9,No,False
162,0,No,46,97,38.23,224.9,84,16.0,188.2,2,3.27,12.1,61,11.46,254.6,Yes,False
109,3,No,0,82,26.32,154.8,109,24.45,287.7,9,1.59,5.9,80,9.38,208.4,No,False
94,2,No,0,111,37.54,220.8,67,13.28,156.2,4,2.84,10.5,89,8.46,187.9,No,False
127,1,Yes,0,87,43.61,256.5,101,18.88,222.1,3,3.51,13.0,122,7.05,156.7,No,False
86,2,No,0,115,21.47,126.3,112,14.35,168.8,7,2.65,9.8,95,6.96,154.6,No,False
108,0,No,35,106,36.7,215.9,107,17.05,200.6,7,4.19,15.5,107,8.79,195.4,Yes,False
134,1,No,38,93,36.45,214.4,57,17.99,211.7,8,2.7,10.0,79,7.43,165.0,Yes,False
74,2,No,0,83,14.57,85.7,67,21.05,247.7,5,2.73,10.1,85,6.41,142.4,No,False
167,4,No,0,120,22.37,131.6,96,17.96,211.3,4,3.0,11.1,97,7.57,168.3,No,True
55,2,No,28,82,17.9,105.3,109,16.78,197.4,6,2.32,8.6,91,8.44,187.5,Yes,False
122,1,No,0,96,28.61,168.3,91,7.45,87.6,6,2.27,8.4,87,11.12,247.2,No,False
96,1,No,26,108,24.79,145.8,89,16.34,192.2,2,2.67,9.9,96,7.43,165.1,Yes,False
41,1,No,41,95,35.24,207.3,120,11.67,137.3,3,1.59,5.9,74,5.21,115.7,Yes,False
102,3,Yes,0,81,38.11,224.2,90,20.68,243.3,8,3.24,12.0,66,6.65,147.8,No,False
117,0,No,0,137,28.7,168.8,107,20.52,241.4,4,4.19,15.5,106,9.22,204.8,No,False
33,1,No,35,85,27.52,161.9,82,12.85,151.2,2,2.3,8.5,131,8.59,191.0,Yes,False
52,4,No,0,114,35.67,209.8,82,14.56,171.3,9,2.67,9.9,119,6.96,154.6,No,False
93,2,No,32,117,37.18,218.7,61,9.78,115.0,5,2.54,9.4,85,8.67,192.7,Yes,False
100,0,No,0,76,47.26,278.0,74,15.02,176.7,4,2.24,8.3,126,9.88,219.5,No,True
224,1,Yes,0,99,29.16,171.5,103,13.6,160.0,2,1.35,5.0,102,9.56,212.4,No,True
148,1,No,36,141,13.19,77.6,60,17.6,207.0,2,2.94,10.9,115,11.51,255.7,Yes,False
62,0,No,0,132,29.31,172.4,100,19.59,230.5,5,2.97,11.0,109,10.27,228.2,No,False
65,0,No,0,110,33.22,195.4,109,15.4,181.2,4,2.4,8.9,105,8.03,178.5,No,False
118,5,No,26,114,29.04,170.8,125,16.96,199.5,5,2.59,9.6,98,7.64,169.7,Yes,True
89,1,No,0,110,33.51,197.1,115,14.1,165.9,3,3.46,12.8,106,10.23,227.3,No,False
82,0,No,0,110,22.1,130.0,88,15.75,185.3,4,2.24,8.3,105,8.04,178.7,No,False
157,1,No,0,74,33.32,196.0,96,18.14,213.4,6,2.13,7.9,81,8.86,196.8,No,False
84,1,No,0,83,14.62,86.0,86,22.16,260.7,4,2.4,8.9,109,4.44,98.6,No,False
128,0,No,29,104,30.48,179.3,86,19.2,225.9,7,2.32,8.6,78,14.54,323.0,Yes,False
104,4,No,23,136,47.63,280.2,92,18.74,220.5,3,3.59,13.3,102,6.16,136.9,Yes,False
64,3,Yes,0,83,24.94,146.7,91,12.61,148.3,3,3.38,12.5,69,10.74,238.6,No,False
155,1,No,0,102,31.38,184.6,117,16.66,196.0,1,2.11,7.8,122,10.19,226.5,No,False
72,4,No,0,116,48.86,287.4,126,20.0,235.3,3,1.35,5.0,114,13.14,292.1,No,True
